Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
2528,AHLWEST,Asian Hotels (West) Limited,Not traded during the period
2529,AIFL,Ashapura Intimates Fashion Limited,Not traded during the period
2530,AJRINFRA,AJR INFRA AND TOLLING LIMITED,Not traded during the period
2531,ALCHEM,Alchemist Limited,Not traded during the period
2532,ARCOTECH,Arcotech Limited,Not traded during the period
2533,ARTEDZ,Artedz Fabs Limited,Not traded during the period
2534,ASIL,Amit Spinning Industries Limited,Not traded during the period
2535,ATCOM,Atcom Technologies Limited,Not traded during the period
2536,ATNINTER,ATN International Limited,Not traded during the period
2537,BALLARPUR,Ballarpur Industries Limited,Not traded during the period
2538,BANSAL,Bansal Multiflex Limited,Not traded during the period
2539,BDR,BDR BUILDCON LIMITED     ,Not traded during the period
2540,BHALCHANDR,BHALCHANDRAM CLOTHING LIMITED   ,Not traded during the period
2541,BHARATIDIL,Bharati Defence and Infrastructure Limited,Not traded during the period
2542,BILENERGY,Bil Energy Systems Limited,Not traded during the period
2543,BLUEBLENDS,Blue Blends (I) Limited,Not traded during the period
2544,BRFL,Bombay Rayon Fashions Limited,Not traded during the period
2545,CANDC,C & C Constructions Limited,Not traded during the period
2546,CKFSL,Cox & Kings Financial Service Limited,Not traded during the period
2547,CURATECH,Cura Technologies Limited,Not traded during the period
2548,DHARSUGAR,Dharani Sugars & Chemicals Limited,Not traded during the period
2549,DQE,DQ Entertainment (International) Limited,Not traded during the period
2550,DRSCARGO,DRS CARGO MOVERS LIMITED ,Not traded during the period
2551,DSKULKARNI,DS Kulkarni Developers Limited,Not traded during the period
2552,EASTSILK,Eastern Silk Industries Limited,Not traded during the period
2553,EASUNREYRL,Easun Reyrolle Limited,Not traded during the period
2554,EON,Eon Electric Limited,Not traded during the period
2555,EUROCERA,Euro Ceramics Limited,Not traded during the period
2556,EUROMULTI,Euro Multivision Limited,Not traded during the period
2557,FEDDERELEC,Fedders Electric and Engineering Limited,Not traded during the period
2558,FIVECORE,Five Core Electronics Limited,Not traded during the period
2559,GBGLOBAL,GB Global Limited,Not traded during the period
2560,GIRRESORTS,GIR NATUREVIEW RESORT LIMITED   ,Not traded during the period
2561,GITANJALI,Gitanjali Gems Limited,Not traded during the period
2562,ICSA,ICSA (India) Limited,Not traded during the period
2563,INDLMETER,IMP Powers Limited,Not traded during the period
2564,INDOSOLAR,Indosolar Limited,Not traded during the period
2565,INDUSFILA,Indus Fila Limited,Not traded during the period
2566,IVRCLINFRA,IVRCL Limited,Not traded during the period
2567,JAINSTUDIO,Jain Studios Limited,Not traded during the period
2568,JBFIND,JBF Industries Limited,Not traded during the period
2569,JPINFRATEC,Jaypee Infratech Limited,Not traded during the period
2570,KALYANI,KALYANI COMMERCIALS LIMITED   ,Not traded during the period
2571,KGL,Karuturi Global Limited,Not traded during the period
2572,KSERASERA,KSS Limited,Not traded during the period
2573,KSK,KSK Energy Ventures Limited,Not traded during the period
2574,KUNDANMM,Kundan Minerals and Metals Limited,Not traded during the period
2575,LAKSHMIEFL,Lakshmi Energy and Foods Limited,Not traded during the period
2576,LEEL,LEEL Electricals Limited,Not traded during the period
2577,MANPASAND,Manpasand Beverages Limited,Not traded during the period
2578,MCDHOLDING,McDowell Holdings Limited,Not traded during the period
2579,MERCATOR,Mercator Limited,Not traded during the period
2580,METALFORGE,Metalyst Forgings Limited,Not traded during the period
2581,METKORE,Metkore Alloys & Industries Limited,Not traded during the period
2582,MVL,MVL Limited,Not traded during the period
2583,NAKODA,Nakoda Limited,Not traded during the period
2584,NITINFIRE,Nitin Fire Protection Industries Limited,Not traded during the period
2585,NUTEK,Nu Tek India Limited,Not traded during the period
2586,OPAL,Opal Luxury Time Products Limited,Not traded during the period
2587,OPTOCIRCUI,Opto Circuits (India) Limited,Not traded during the period
2588,PDPL,Parenteral Drugs (India) Limited,Not traded during the period
2589,PENTAGOLD,Penta Gold Limited,Not traded during the period
2590,PINCON,Pincon Spirit Limited,Not traded during the period
2591,PRATIBHA,Pratibha Industries Limited,Not traded during the period
2592,PUNJLLOYD,Punj Lloyd Limited,Not traded during the period
2593,RAINBOWPAP,Rainbow Papers Limited,Not traded during the period
2594,RELCAPITAL,Reliance Capital Limited,Not traded during the period
2595,RMCL,Radha Madhav Corporation Limited,Not traded during the period
2596,RMMIL,Resurgere Mines & Minerals Limited,Not traded during the period
2597,RNAVAL,Reliance Naval and Engineering Limited,Not traded during the period
2598,RUSHABEAR,Rushabh Precision Bearings Limited,Not traded during the period
2599,SATHAISPAT,Sathavahana Ispat Limited,Not traded during the period
2600,SHAIVAL,SHAIVAL REALITY LIMITED  ,Not traded during the period
2601,SHIRPUR-G,Shirpur Gold Refinery Limited,Not traded during the period
2602,SIIL,Supreme (India) Impex Limited,Not traded during the period
2603,SKSTEXTILE,SKS Textiles Limited,Not traded during the period
2604,SPENTEX,Spentex Industries Limited,Not traded during the period
2605,SPTL,Sintex Plastics Technology Limited,Not traded during the period
2606,SRIRAM,Shri Ram Switchgears Limited,Not traded during the period
2607,SSINFRA,S.S. Infrastructure Development Consultants Limited,Not traded during the period
2608,TALWALKARS,Talwalkars Better Value Fitness Limited,Not traded during the period
2609,TALWGYM,Talwalkars Healthclubs Limited,Not traded during the period
2610,TECHNOFAB,Technofab Engineering Limited,Not traded during the period
2611,TULSI,Tulsi Extrusions Limited,Not traded during the period
2612,UNIPLY,Uniply Industries Limited,Not traded during the period
2613,UNITY,Unity Infraprojects Limited,Not traded during the period
2614,VALECHAENG,Valecha Engineering Limited,Not traded during the period
2615,VALUEIND,Value Industries Limited,Not traded during the period
2616,VIDEOIND,Videocon Industries Limited,Not traded during the period
2617,VISUINTL,Visu International Limited,Not traded during the period
2618,VIVIMEDLAB,Vivimed Labs Limited,Not traded during the period
2619,ZICOM,Zicom Electronic Security Systems Limited,Not traded during the period
,,,
,,,
"Note: Kindly refer regulation 15 to 27 of SEBI (Listing Obligation and Disclosure Requirments) Regulations, 2015 for determining the applicability of other provisions of Corporate Governance.

* The list includes companies which are either suspended due to Capital Reduction/ALF/IBC/non-compliance etc.",,,
